Generation,0,1,2,3,4
382,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
383,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
384,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
385,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
386,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
387,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
388,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
389,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
390,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
391,-12.278278,-12.278278,-15.0599898,-11.278278,-13.85591165
392,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
393,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
394,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
395,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
396,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
397,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
398,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
399,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
400,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
401,-12.278278,-12.278278,-15.0599898,-11,-13.85591165
402,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
403,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
404,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
405,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
406,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
407,-12.278278,-12.278278,-15.0599898,-10.178278,-13.85591165
408,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
409,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
410,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
411,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
412,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
413,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
414,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
415,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
416,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
417,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
418,-12.278278,-12.278278,-14.99898,-10.178278,-13.85591165
419,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
420,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
421,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
422,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
423,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
424,-12.278278,-12.278278,-14.99898,-10.278278,-13.85591165
425,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
426,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
427,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
428,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
429,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
430,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
431,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
432,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
433,-11.278278,-11.278278,-14.99898,-10.278278,-13.85591165
434,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
435,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
436,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
437,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
438,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
439,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
440,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
441,-11.278278,-11.278278,-14.99898,-9.878278,-13.85591165
442,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
443,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
444,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
445,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
446,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
447,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
448,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
449,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
450,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
451,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
452,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
453,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
454,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
455,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
456,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
457,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
458,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
459,-10.878278,-10.878278,-14.99898,-9.878278,-13.85591165
460,-10.878278,-10.878278,-14.99898,-8.578678,-13.85591165
461,-10.878278,-10.878278,-14.99898,-8.578678,-13.85591165
462,-10.878278,-10.878278,-14.99898,-8.578678,-13.85591165
463,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
464,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
465,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
466,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
467,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
468,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
469,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
470,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
471,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
472,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
473,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
474,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
475,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
476,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
477,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
478,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
479,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
480,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
481,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
482,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
483,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
484,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
485,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
486,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
487,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
488,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
489,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
490,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
491,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
492,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
493,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
494,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
495,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
496,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
497,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
498,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
499,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
500,-10.878278,-10.878278,-14.7879898,-8.578678,-13.85591165
