Generation,0,1,2,3,4
112,-14.4478278,-14.4478278,-16.06012946,-14.4478278,-14.43557092
113,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
114,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
115,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
116,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
117,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
118,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
119,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
120,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
121,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
122,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
123,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
124,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
125,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
126,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
127,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
128,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
129,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
130,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
131,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
132,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
133,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
134,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
135,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
136,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
137,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
138,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
139,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
140,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
141,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
142,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
143,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
144,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
145,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
146,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
147,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
148,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
149,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
150,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
151,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
152,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
153,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
154,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
155,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
156,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
157,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
158,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
159,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
160,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
161,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
162,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
163,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
164,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
165,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
166,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
167,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
168,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
169,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
170,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
171,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
172,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
173,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
174,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
175,-14.5478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
176,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
177,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
178,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
179,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
180,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
181,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
182,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
183,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
184,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
185,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
186,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
187,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
188,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
189,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
190,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
191,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
192,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
193,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.43557092
194,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
195,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
196,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
197,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
198,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
199,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
200,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
201,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
202,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
203,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
204,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
205,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
206,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
207,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
208,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
209,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
210,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
211,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
212,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
213,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
214,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
215,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
216,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
217,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
218,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
219,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
220,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
221,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
222,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
223,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
224,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
225,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
226,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
227,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
228,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
229,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
230,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
231,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
232,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
233,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
234,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
235,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
236,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
237,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
238,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
239,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
240,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.36315391
241,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
242,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
243,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
244,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
245,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
246,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
247,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
248,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
249,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
250,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-14.31174501
251,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
252,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
253,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
254,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
255,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
256,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
257,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
258,-14.5478278,-14.5478278,-15.80129461,-14.5478278,-13.94157622
259,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
260,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
261,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
262,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
263,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
264,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
265,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
266,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
267,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
268,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
269,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
270,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
271,-14.5478278,-14.5478278,-15.80129461,-14.4478278,-13.94157622
272,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
273,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
274,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
275,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
276,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
277,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
278,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
279,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
280,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
281,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
282,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
283,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
284,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
285,-14.5478278,-14.5478278,-15.70129461,-14.4478278,-13.94157622
286,-14.5478278,-14.5478278,-15.70129461,-12.4478278,-13.94157622
287,-14.5478278,-14.5478278,-15.70129461,-12.4478278,-13.94157622
288,-14.5478278,-14.5478278,-15.70129461,-12.4478278,-13.94157622
289,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
290,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
291,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
292,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
293,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
294,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
295,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
296,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
297,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
298,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.94157622
299,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
300,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
301,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
302,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
303,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
304,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
305,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
306,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
307,-13.4478278,-13.4478278,-15.70129461,-12.4478278,-13.92592165
308,-13.4478278,-13.4478278,-15.70129461,-11.4478278,-13.92592165
309,-13.4478278,-13.4478278,-15.70129461,-11.4478278,-13.85591165
310,-13.4478278,-13.4478278,-15.70129461,-11.4478278,-13.85591165
311,-13.4478278,-13.4478278,-15.70129461,-11.4478278,-13.85591165
312,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
313,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
314,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
315,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
316,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
317,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
318,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
319,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
320,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
321,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
322,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
323,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
324,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
325,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
326,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
327,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
328,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
329,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
330,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
331,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
332,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
333,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
334,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
335,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
336,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
337,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
338,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
339,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
340,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
341,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
342,-13.4478278,-13.4478278,-15.899898,-11.4478278,-13.85591165
343,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
344,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
345,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
346,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
347,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
348,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
349,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
350,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
351,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
352,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
353,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
354,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
355,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
356,-13.4478278,-13.4478278,-15.899898,-11.278278,-13.85591165
357,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
358,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
359,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
360,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
361,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
362,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
363,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
364,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
365,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
366,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
367,-13.4478278,-13.4478278,-15.5599898,-11.278278,-13.85591165
368,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
369,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
370,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
371,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
372,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
373,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
374,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
375,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
376,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
377,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
378,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
379,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
380,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
381,-12.278278,-12.278278,-15.5599898,-11.278278,-13.85591165
