Generation,1
0,-17.18445047
1,-17.18445047
2,-17.18445047
3,-15.3688904
4,-15.3688904
5,-15.3688904
6,-15.3688904
7,-15.3688904
8,-15.3688904
9,-15.3688904
10,-15.3688904
11,-15.3688904
12,-15.3688904
13,-15.3688904
14,-15.3688904
15,-15.3688904
16,-15.3688904
17,-15.3688904
18,-15.3688904
19,-15.3688904
20,-15.3688904
21,-15.3688904
22,-15.3688904
23,-15.35150697
24,-15.35150697
25,-15.35150697
26,-15.35150697
27,-15.35150697
28,-15.35150697
29,-15.35150697
30,-15.29576795
31,-15.29576795
32,-15.29576795
33,-15.29576795
34,-15.29576795
35,-15.29576795
36,-14.7778888
37,-14.7778888
38,-14.7778888
39,-14.7778888
40,-14.7778888
41,-14.7778888
42,-14.7778888
43,-14.7778888
44,-14.7778888
45,-14.7778888
46,-14.7778888
47,-14.7778888
48,-14.7778888
49,-14.7778888
50,-14.7778888
51,-14.7778888
52,-14.7778888
53,-14.7778888
54,-14.7778888
55,-14.7778888
56,-14.7778888
57,-14.3555
58,-14.3555
59,-14.3555
60,-14.3555
61,-14.3555
62,-14.3555
63,-14.3555
64,-14.3555
65,-14.3555
66,-14.3555
67,-14.3555
68,-14.3555
69,-14.3555
70,-14.3555
71,-14.3555
72,-14.3555
73,-14.3555
74,-14.3555
75,-14.3555
76,-14.3555
77,-14.3555
78,-14.3555
79,-14.3555
80,-14.3555
81,-14.3555
82,-14.4478278
83,-14.4478278
84,-14.4478278
85,-14.4478278
86,-14.4478278
87,-14.4478278
88,-14.4478278
89,-14.4478278
90,-14.4478278
91,-14.4478278
92,-14.4478278
93,-14.4478278
94,-14.4478278
95,-14.4478278
96,-14.4478278
97,-14.4478278
98,-14.4478278
99,-14.4478278
100,-14.4478278
101,-14.4478278
102,-14.4478278
103,-14.4478278
104,-14.4478278
105,-14.4478278
106,-14.4478278
107,-14.4478278
108,-14.4478278
109,-14.4478278
110,-14.4478278
111,-14.4478278
112,-14.4478278
113,-14.5478278
114,-14.5478278
115,-14.5478278
116,-14.5478278
117,-14.5478278
118,-14.5478278
119,-14.5478278
120,-14.5478278
121,-14.5478278
122,-14.5478278
123,-13.0023232
124,-13.0023232
125,-13.0023232
126,-13.0023232
127,-13.0023232
128,-13.0023232
129,-13.0023232
130,-13.0023232
131,-13.0023232
132,-13.0023232
133,-13.0023232
134,-13.0023232
135,-13.0023232
136,-13.0023232
137,-13.0023232
138,-13.0023232
139,-13.0023232
140,-13.0023232
141,-13.0023232
142,-13.0023232
143,-13.0023232
144,-13.0023232
145,-13.0023232
146,-13.0023232
147,-13.0023232
148,-13.0023232
149,-13.0023232
150,-13.0023232
151,-13.0023232
152,-13.0023232
153,-13.0023232
154,-13.0023232
155,-13.0023232
156,-13.0023232
157,-13.0023232
158,-13.0023232
159,-13.0023232
