Generation,0,1,2,3,4
104,-15.7778888,-14.4478278,-16.76999361,-14.4478278,-14.43557092
105,-15.7778888,-14.4478278,-16.76999361,-14.4478278,-14.43557092
106,-15.7778888,-14.4478278,-16.76999361,-14.4478278,-14.43557092
107,-15.7778888,-14.4478278,-16.76999361,-14.4478278,-14.43557092
108,-15.7778888,-14.4478278,-16.76999361,-14.4478278,-14.43557092
109,-14.4478278,-14.4478278,-16.76999361,-14.4478278,-14.43557092
110,-14.4478278,-14.4478278,-16.76999361,-14.4478278,-14.43557092
111,-14.4478278,-14.4478278,-16.76999361,-14.4478278,-14.43557092
112,-14.4478278,-14.4478278,-16.76999361,-14.4478278,-14.43557092
113,-14.4478278,-14.5478278,-16.76999361,-14.5478278,-14.43557092
114,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
115,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
116,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
117,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
118,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
119,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
120,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
121,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
122,-14.4478278,-14.5478278,-16.06012946,-14.5478278,-14.43557092
123,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
124,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
125,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
126,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
127,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
128,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
129,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
130,-14.4478278,-13.0023232,-16.06012946,-14.5478278,-14.43557092
131,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
132,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
133,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
134,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
135,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
136,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
137,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
138,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
139,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
140,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
141,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
142,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
143,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
144,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
145,-14.4478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
146,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
147,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
148,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
149,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
150,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
151,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
152,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
153,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
154,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
155,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
156,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
157,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
158,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
159,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
160,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
161,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
162,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
163,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
164,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
165,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
166,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
167,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
168,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
169,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
170,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-14.43557092
171,-14.5478278,-13.0023232,-15.06012946,-14.5478278,-13.89899
172,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
173,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
174,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
175,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
176,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
177,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
178,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
179,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
180,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
181,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
182,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
183,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
184,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
185,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
186,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
187,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
188,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
189,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
190,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
191,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
192,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
193,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
194,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
195,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
196,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
197,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
198,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
199,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
200,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
201,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
202,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
203,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
204,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
205,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
206,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
207,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
208,-14.5478278,-13.0023232,-14.78797,-14.5478278,-13.89899
209,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
210,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
211,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
212,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
213,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
214,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
215,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
216,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
217,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
218,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
219,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
220,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
221,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
222,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
223,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
224,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
225,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
226,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
227,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
228,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
229,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
230,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
231,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
232,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
233,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
234,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
235,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
236,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
237,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
238,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
239,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
240,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
241,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
242,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
243,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
244,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
245,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
246,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
247,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
248,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
249,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
250,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
251,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
252,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
253,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
254,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
255,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
256,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
257,-14.5478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
258,-13.4478278,-13.0023232,-14.78797,-14.5478278,-11.36315391
259,-13.4478278,-13.0023232,-14.78797,-14.4478278,-11.36315391
260,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
261,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
262,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
263,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
264,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
265,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
266,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
267,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
268,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
269,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
270,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
271,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
272,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
273,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
274,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
275,-13.4478278,-12.55657,-14.78797,-14.4478278,-11.36315391
276,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
277,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
278,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
279,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
280,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
281,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
282,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
283,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
284,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
285,-13.4478278,-12.55657,-14.78797,-14.4478278,-10.94157622
286,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
287,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
288,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
289,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
290,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
291,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
292,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
293,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
294,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
295,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
296,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
297,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
298,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
299,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
300,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
301,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
302,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
303,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
304,-13.4478278,-12.55657,-14.78797,-12.4478278,-10.94157622
305,-12.278278,-12.55657,-14.78797,-12.4478278,-10.94157622
306,-12.278278,-12.55657,-14.78797,-12.4478278,-10.94157622
307,-12.278278,-12.55657,-13.89979,-12.4478278,-10.94157622
308,-12.278278,-12.55657,-13.89979,-11.4478278,-10.94157622
309,-12.278278,-12.55657,-13.89979,-11.4478278,-10.94157622
310,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
311,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
312,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
313,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
314,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
315,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
316,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
317,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
318,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
319,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
320,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
321,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
322,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
323,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
324,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
325,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
326,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
327,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
328,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
329,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
330,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
331,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
332,-12.278278,-12.4478278,-13.89979,-11.4478278,-10.94157622
333,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
334,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
335,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
336,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
337,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
338,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
339,-12.278278,-11.4478278,-13.89979,-11.4478278,-10.94157622
340,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
341,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
342,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
343,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
344,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
345,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
346,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
347,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
348,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
349,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
350,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
351,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
352,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
353,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
354,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
355,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
356,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
357,-12.278278,-11.4478278,-13.89979,-11.278278,-10.94157622
358,-12.278278,-10.88787,-13.89979,-11.278278,-10.94157622
359,-12.278278,-10.88787,-13.89979,-11.278278,-10.94157622
360,-12.278278,-10.88787,-13.89979,-11.278278,-10.94157622
361,-12.278278,-10.88787,-13.89979,-11.278278,-10.94157622
362,-12.278278,-10.88787,-13.89979,-11.278278,-10.94157622
363,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
364,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
365,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
366,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
367,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
368,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
369,-12.278278,-10.88787,-13.89979,-11.278278,-9.88898
370,-11.278278,-10.88787,-13.89979,-11.278278,-9.88898
371,-11.278278,-10.88787,-13.89979,-11.278278,-9.88898
372,-11.278278,-10.88787,-13.89979,-11.278278,-9.88898
373,-11.278278,-10.88787,-13.89979,-10.178278,-9.88898
374,-11.278278,-10.88787,-13.89979,-10.178278,-9.88898
375,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
376,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
377,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
378,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
379,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
380,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
381,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
382,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
383,-11.278278,-10.88787,-13.6669979,-10.178278,-9.88898
384,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
385,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
386,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
387,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
388,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
389,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
390,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
391,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
392,-11.278278,-8.2008278,-13.6669979,-10.178278,-9.88898
